question,election,rank,similarity,sagid,sag_nummer,sag_titel,sag_resume,relevance,notes
Kirke og stat skal adskilles,FV11,4,0.8318988,96526,L 73,Forslag til lov om ændring af lov om trossamfund uden for folkekirken. (Udskydelse af revisionsbestemmelse).,"Formålet med lovforslaget er, at revisionen af lov om trossamfund uden for folkekirken (trossamfundsloven) udskydes til folketingsåret 2024-25. Trossamfundsloven indeholder en revisionsbestemmelse om, at kirkeministeren i folketingsåret 2023-24 skal fremsætte forslag om revision af loven. For at tilgodese en god proces med aktiv interessentinddragelse foreslås det at udskyde revisionen af trossamfundsloven 1 år.",,
Kirke og stat skal adskilles,FV11,5,0.828164,94807,L 78,Forslag til lov om ændring af lov om valg til menighedsråd. (Videreførelse af valgbarhedskriterier for kirkefunktionærer).,"Formålet med lovforslaget er at fastholde den retstilstand, der i dag gælder i forhold til kirkefunktionærers valgbarhed til menighedsråd. 

Lovforslaget indebærer, at kirkefunktionærer, hvis ansættelsesforhold har en varighed på mere end en måned, og hvis gennemsnitlige ugentlige arbejdstid overstiger 8 timer, ikke er valgbare til menighedsrådet i den menighedsrådskreds, hvor de har tjenestested. Herved fastholdes den nugældende retstilstand og sikrer hermed, at kirkefunktionærer med en gennemsnitlig ugentlig arbejdstid på 3 timer eller mere ikke mister valgbarheden. 

Ændringen er nødvendig, fordi valgbarhedskriterierne i dag henviser til ansættelsesbevisloven, som forventes ophævet ved et lovforslag fra beskæftigelsesministeren om implementering af arbejdsdirektivet. Derfor foreslås det, at henvisningen til ansættelsesbevisloven fjernes, og at de hidtil gældende kriterier, som regulerer kirkefunktionærers valgbarhed, tilføjes i lov om valg til menighedsråd.",,
Kirke og stat skal adskilles,FV11,6,0.8272967,89830,L 50,Forslag til lov om ændring af lov om trossamfund uden for folkekirken. (Udskydelse af revisionsbestemmelse).,"Lovforslaget indeholder en ændring af lov om trossamfund uden for folkekirken, sådan at revisionen af loven udskydes til 2022-23. Trossamfundsloven indeholder en revisionsbestemmelse om, at kirkeministeren i Folketingsåret 2021-22 fremsætter forslag om revision af loven med henblik på at sikre, at der efter nogle år tages stilling til, om loven virker efter hensigten. På grund af covid-19-situationen i Danmark i 2020-21 er der imidlertid endnu ikke etableret et erfaringsgrundlag i det omfang, som var forudset ved lovens fastlæggelse. 

I forbindelse med revisionen ønsker Kirkeministeriet desuden en inddragende proces, herunder ved møder med trossamfund m.fl., hvilket covid-19-situationen også har vanskeliggjort.  

",,
Kirke og stat skal adskilles,FV11,7,0.82712215,22616,L 153,"Forslag til lov om ændring af lov om detailsalg fra butikker m.v., lov om forbrugerbeskyttelse ved erhvervelse af fast ejendom m.v., lov om søfarendes ansættelsesforhold m.v., lov om kommuners og regioners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber og forskellige andre love og om ophævelse af lov om translatører og tolke og ophævelse af lov om dispachører. (Lempelse af dispensationsadgang for detailsalg på helligdage, afskaffelse af maksimalpriser i huseftersynsordningen, minimumsbeskyttelse af visse personkategorier om bord på skibe, afskaffelse af indberetningspligten for kommuners og regioners deltagelse i selskaber og afskaffelse af beskikkelsesordning for translatører og tolke samt for dispachører m.v.).","Med lovforslaget gennemføres tre elementer i »Aftale om en vækstpakke« fra juni 2014 mellem regeringen (Socialdemokratiet og Radikale Venstre), Venstre, Dansk Folkeparti, Socialistisk Folkeparti og Det Konservative Folkeparti. Det drejer sig om ophævelse af beskikkelsesordningen for translatører og tolke, ophævelse af beskikkelsesordningen for dispachører og ophævelse af maksimalprisreguleringen i forbindelse med udarbejdelse af tilstands- og elinstallationsrapporter i huseftersynsordningen. 

Herudover indeholder lovforslaget en udvidelse af lukkelovens dispensationsadgang til detailsalg på helligdage, en ændring af bestemmelsen om søfarendes ansættelsesforhold i forhold til arbejdstagerkategorier, der ikke er traditionelle søfarende, og en afskaffelse af den årlige kommuneredegørelse om kommuners og regioners erhvervsaktivitet.",,
Kirke og stat skal adskilles,FV11,8,0.82686985,103490,L 68,"Forslag til lov om ændring af lov om menighedsråd, lov om folkekirkens økonomi, lov om folkekirkens kirkebygninger og kirkegårde og forskellige andre love. (Forenkling og bedre understøttelse af menighedsrådsarbejdet, understøttelse af menighedsrådenes vedligeholdelse af middelalderkirker og orientering om foreløbige ligningsbehov).","Formålet med lovforslaget er at gennemføre og implementere de dele af rapporten og den politiske aftale om ”Forenkling og bedre understøttelse af menighedsrådsarbejdet”, der kræver lovændring. Lovforslaget har desuden til formål af gennemføre anbefalinger fra Udvalg vedrørende bæredygtig finansiering af folkekirkens fællesopgaver, hvilket kræver lovændring.

Forslaget indeholder for det første tiltag, der medfører en øget professionalisering af menighedsrådenes personaleledelse og styrket fokus på arbejdsmiljø og samarbejde mellem gejstlige og læge funktioner i folkekirken. 

For det andet indeholder forslaget tiltag, der har til formål at aflaste menighedsrådenes forvaltning af fast ejendom og styrke samarbejdet om økonomiforvaltningen i provstiet, herunder forslag der skaber hjemmel til, at provstiudvalget kan varetage bestyrelsen af præsteembedernes faste ejendomme. Der sikres samtidig mulighed for lokal fleksibilitet, ved at budgetsamrådet får kompetence til at beslutte, at ansvaret for præsteembedets ejendomme ikke overføres til provstiudvalget, herunder at ansvaret for landbrugsejendomme og jorder skal forblive hos menighedsrådene, mens ansvaret for tjenesteboliger flyttes til provstiudvalget, eller omvendt. 

Forslaget indeholder for det tredje tiltag til styrkelse og forenkling af reglerne om valg og sammensætning af de lokale demokratiske organer: menighedsråd, provstiudvalg og stiftsråd. 

Forslaget indeholder for det fjerde det retlige grundlag for etablering af en enhed for folkekirkens middelalderkirker til understøttelse af menighedsrådenes vedligeholdelse af middelalderkirker samt præcisering af procesmæssige regler for provstiudvalgenes drøftelse af de lokale kassers ligningsbehov med henblik på at sikre sammenhæng i de lokale og nationale processer, som har betydning for den samlede kirkeskatteprocents størrelse.",,
Kirke og stat skal adskilles,FV11,9,0.82651883,94808,L 79,Forslag til lov om ændring af lov om trossamfund uden for folkekirken. (Udskydelse af revisionsbestemmelse).,"Formålet med lovforslaget er, at revisionen af lov om trossamfund uden for folkekirken udskydes til folketingsåret 2023-24. 

Lov om trossamfund uden for folkekirken (trossamfundsloven) trådte i kraft den 1. januar 2018 og indeholder en revisionsbestemmelse i folketingsåret 2022-23. Arbejdet med at etablere et erfaringsgrundlag er imidlertid ikke fuldt ud tilendebragt, da arbejdet har været sat i stå i efteråret 2022 på grund af folketingsvalget og den efterfølgende regeringsdannelse. Forud for fremsættelsen af et lovforslag om ændring af trossamfundsloven ønsker kirkeministeren en bred inddragelse af de anerkendte trossamfund, ved at der gives en passende lang høringsperiode af et kommende lovforslag. Det vurderes ikke, at det er muligt at nå at gennemføre denne proces, sådan at lovforslaget kan fremsættes og færdigbehandles i indeværende folketingssamling. ",,
Kirke og stat skal adskilles,FV11,10,0.8263452,100453,L 116,"Forslag til lov om ændring af lov om planlægning og lov om udlejning af fast ejendom til ferie- og fritidsformål m.v. og campering m.v. (Tilpasning af det statslige tilsyn med kommunernes fysiske planlægning og undtagelse fra krav om tilladelse ved erhvervelse af fast ejendom som
følge af opgavebortfald på By-, Land- og Kirkeministeriets område).","Lovforslaget har til formål at fremme muligheden for at sikre bedre ressourceudnyttelse og begrænse administrationen på By-, Land- og Kirkeministeriets område.  Det foreslås, at beføjelsen til at fremsætte indsigelser mod kommuneplanlægning overgår fra ministeren for byer og landdistrikter til de enkelte sektorministre. Aflastningsområder uden for hovedstadsområdet og Grønt Danmarkskort skal udgå fra nationale interesser i kommuneplanlægningen. Samtidig vil ministerens pligt til at fremsætte indsigelser mod lokalplaner i kystnærhedszonen uden for udviklingsområderne ophæves. 

Derudover tilpasses det statslige tilsyn med kommunernes fysiske planlægning, og grundejerforeninger undtages fra krav om tilladelse ved erhvervelse af ubebyggede fællesarealer. 

Loven foreslås at træde i kraft den 1. marts 2025.
",,
Christiansborg favoriserer hovedstadsområdet på bekostning af resten af landet,FV11,1,0.8125896,83411,L 196,Forslag til lov om ændring af lov om kommunal udligning og generelle tilskud til kommuner og forskellige andre love. (Reform af udligningssystemet).,"Formålet med udligningssystemet er at udligne forskelle i kommunernes økonomiske vilkår ved at udligne forskelle i kommunernes udgiftsbehov og beskatningsgrundlag. loven omlægger den generelle udligning. Der indføres ny landsudligningsordning, som deles op i en separat udligning af henholdsvis udgiftsbehov og beskatningsgrundlag omkring landsgennemsnittet. Grænsen for overudligning ændres ikke.

Beskæftigelsestilskuddet indarbejdes i den generelle udligning, og der indføres en tilpasning af udgiftsbehovet, hvilket indebærer ændringer i kriterierne og nye kriterier for opgørelsen af den enkelte kommunes udgiftsbehov.

Herudover justeres udlændigeudligningen, så det samlede tilskud i ordningen halveres. Hovedstadsudligningen og ordningen for kommuner uden for hovedstadsområdet med højt strukturelt underskud afskaffes, og der oprettes en særtilskudspulje for de mest vanskeligt stillede hovedstadskommuner.

Derudover indføres et nyt tilskud til yder- og økommuner, en særlig kompensationsordning for tab og overgangsordning, øget udligning af selskabsskatten, udligning af dækningsafgiften på offentlige ejendomme, justeret modregningsordning for parkeringsindtægter, særtilskud til grænsenære kommuner i Syddanmark og Øresundsregionen, særtilskud til kommuner med boligområder med særlig høj kriminalitet, videreførelse og forhøjelse af særligt øtilskud og uændret kommunal skat og et målrettet tilskud til skattenedsættelser til kommuner med de højeste udskrivningsprocenter. 

Med loven tilføres der ekstra statslig finansiering på op til samlet set 6,5 mia. kr. i 2021, 7,1 mia. kr. i 2022 og 5,5 mia. kr. varigt.

Loven forventes at træde i kraft den 1. juli 2020 og have virkning fra og med tilskudsåret 2021.",,
Christiansborg favoriserer hovedstadsområdet på bekostning af resten af landet,FV11,2,0.81190693,102230,L 193 A,"Forslag til lov om ændring af lov om forsikringsvirksomhed, lov om betalinger, lov om etablering af statsgaranti på en del af ejendomskreditaftalerne i landdistrikterne og forskellige andre love. (Tværgående pensionskassers og forsikringsselskabers adgang til at eje og drive skov, vilkår for adgang til betalingssystemer for udbydere af betalingstjenester og etablering af statsgaranti på en del af ejendomskreditaftalerne i landdistrikterne m.v.).","Med lovforslaget foreslås, at give forsikrings- og pensionsselskaber, Arbejdsmarkedets Tillægspension og Lønmodtagerens Dyrtidsfond mulighed for at eje og drive skov via et datterselskab, at permanentgøre Lån på Landet-ordningen og udvide spændet for den del af boliglånet, der kan opnås statsgaranti for, til mellem 40 pct. og 90 pct. af ejendommens kontantværdi på handelstidspunktet, og at præcisere, at betalingssystemer skal give udbydere af betalingstjenester adgang til deres betalingssystemer på objektive, ikkediskriminerende og proportionale vilkår.",,
Christiansborg favoriserer hovedstadsområdet på bekostning af resten af landet,FV11,3,0.80908847,77261,L 41,Forslag til lov om ændring af lov om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S. (Ny arealinddeling og arealanvendelse i Københavns Ydre Nordhavn).,"Baggrunden for forslaget er et behov for at indrette erhvervshavnen i Københavns Ydre Nordhavn, så der fremadrettet kan ske en mere fleksibel udnyttelse af erhvervshavnen og kajstrækningerne. Den nugældende lov fastsætter meget detaljerede regler for arealernes anvendelse, hvorfor der ikke kan ske ændringer uden Folketingets samtykke. 

Med forslaget ønskes at imødekomme den store efterspørgsel fra markedet for krydstogtskibe, så det er muligt at benytte det fulde kajareal på Oceankaj og at etablere en fjerde krydstogtterminal nord for de eksisterende terminaler på Oceankaj. 

I forbindelse med Folketingets behandling af lovforslaget blev vedtaget et ændringsforslag, hvorefter ministeren bemyndiges til at fastsætte regler, som sikrer, at krydstogtterminalen, der etableres i erhvervshavnen, forberedes til at kunne levere landstrøm.

Forslaget skal desuden gøre det muligt at slå to områder sammen, så opfyldningen fremadrettet kommer til at bestå af to områder: et område til erhvervshavn og et område til maritime og rekreative formål. Derudover foreslås det, at arealet til erhvervshavn reduceres, men arealet til maritime og rekreative formål øges, ligesom anvendelsesmulighederne for dette område udvides. 

Det foreslås, at loven træder i kraft den 1. januar 2019.",,
